kepoi_name,kepid,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_prad,koi_depth,koi_time0bk
"K04606.01",4845862,,"FALSE POSITIVE","FALSE POSITIVE",2.44926655,0.76,108.2,132.82121
"K04722.01",6593734,,"FALSE POSITIVE","FALSE POSITIVE",0.58675746,19.91,143.8,131.75424
"K04726.01",5956354,,"FALSE POSITIVE","FALSE POSITIVE",8.0386699,1.18,142,135.3098
"K04729.01",11913072,,"FALSE POSITIVE","FALSE POSITIVE",3.74779583,1.06,88.5,134.2022
"K04731.01",9083470,,"FALSE POSITIVE","FALSE POSITIVE",0.91842238,16.07,162.9,131.5859
"K04847.01",4544684,,"FALSE POSITIVE","FALSE POSITIVE",2.1890751,0.87,94.8,132.09378
"K04851.01",4851239,,"FALSE POSITIVE","FALSE POSITIVE",1.23512429,0.38,15.2,132.00059
"K05015.01",3848919,,"FALSE POSITIVE","FALSE POSITIVE",0.52363021,52.26,367102,131.7669254
"K05018.01",3854101,,"FALSE POSITIVE","FALSE POSITIVE",293.5056071,48.59,6824,328.7269
"K05020.01",3859890,,"FALSE POSITIVE","FALSE POSITIVE",4.34573349,0.86,73.5,134.40693
"K05023.01",3867593,,"FALSE POSITIVE","FALSE POSITIVE",73.3377984,73.06,114900,136.58646
"K05025.01",3953106,,"FALSE POSITIVE","FALSE POSITIVE",6.58729511,58.09,127965,133.3652
"K05293.01",6525196,,"FALSE POSITIVE","FALSE POSITIVE",1.710299164,57.97,157266,131.6153344
"K05295.01",6526377,,"FALSE POSITIVE","FALSE POSITIVE",1.39508873,,,132.059107
"K05296.01",6527229,,"FALSE POSITIVE","FALSE POSITIVE",200.79976002,48.77,92642,263.875635
"K00450.01",6042214,,"FALSE POSITIVE","FALSE POSITIVE",27.04627886,3.54,900.8,171.95525
"K05564.01",8718273,,"FALSE POSITIVE","FALSE POSITIVE",3.479508244,444.46,3000.4,133.389072
"K05567.01",8742270,,"FALSE POSITIVE","FALSE POSITIVE",397.3958488,64.56,29825,374.57082
"K05832.01",10817600,,"FALSE POSITIVE","FALSE POSITIVE",2.74703312,61.97,152.2,131.79105
"K05834.01",10855545,,"FALSE POSITIVE","FALSE POSITIVE",37.537859,1.77,269,159.7364
"K05840.01",10905641,,"FALSE POSITIVE","FALSE POSITIVE",460.77905,4.24,239.3,533.8441
"K05841.01",10920086,,"FALSE POSITIVE","FALSE POSITIVE",3.21318517,8.24,2046.1,132.044475
"K06035.01",7295570,,"FALSE POSITIVE","FALSE POSITIVE",3.6037011,66.94,16112,131.6711
"K06036.01",7362852,,"FALSE POSITIVE","FALSE POSITIVE",3.518356021,64.49,316750,131.8005089
"K06037.01",7373877,,"FALSE POSITIVE","FALSE POSITIVE",32.669962587,1.37,365.4,159.4801924
"K06038.01",7436177,,"FALSE POSITIVE","FALSE POSITIVE",19.93364711,75.88,174830,143.94041
"K06039.01",7537945,,"FALSE POSITIVE","FALSE POSITIVE",1.071911311,40.32,9817.8,131.607529
"K06040.01",7624297,,"FALSE POSITIVE","FALSE POSITIVE",18.019651402,31.77,176998,148.6673673
"K06134.01",5738698,,"FALSE POSITIVE","FALSE POSITIVE",2.404386969,79.72,313168,133.2105484
"K06135.01",5768927,,"FALSE POSITIVE","FALSE POSITIVE",4.390513938,41.83,46829,132.550761
"K06136.01",5814635,,"FALSE POSITIVE","FALSE POSITIVE",3.86963822,,,131.6242
"K06137.02",5816144,,"FALSE POSITIVE","FALSE POSITIVE",7.384681,1.22,142.8,132.1721
"K06138.01",5817566,,"FALSE POSITIVE","FALSE POSITIVE",4.206070484,172.66,119812,132.248423
"K06264.01",2305372,,"FALSE POSITIVE","FALSE POSITIVE",1.40469182,217.25,702439,131.552084
"K06265.01",2306740,,"FALSE POSITIVE","FALSE POSITIVE",10.306982793,81.21,341790,143.7331641
"K06266.01",2308957,,"FALSE POSITIVE","FALSE POSITIVE",1.109841858,177.78,300713,132.1655985
"K06268.01",2437452,,"FALSE POSITIVE","FALSE POSITIVE",7.234965722,34.03,164848,134.582307
"K06269.01",2437804,,"FALSE POSITIVE","FALSE POSITIVE",7.45301717,37.37,551.5,131.77618
"K06373.01",3938073,,"FALSE POSITIVE","FALSE POSITIVE",31.024310431,93.29,96480.3,158.8651537
"K06376.01",3973002,,"FALSE POSITIVE","FALSE POSITIVE",1.992098705,45.85,69414,132.891052
"K00495.01",4049108,,"FALSE POSITIVE","FALSE POSITIVE",4.804469031,3.35,744.4,169.63529
"K06377.01",3973504,,"FALSE POSITIVE","FALSE POSITIVE",4.318726936,29.74,59429,131.605675
"K06379.01",4055092,,"FALSE POSITIVE","FALSE POSITIVE",76.45315813,22.89,9662.2,133.986308
"K06380.01",4067549,,"FALSE POSITIVE","FALSE POSITIVE",7.698431197,42.72,42548.8,137.868033
"K06487.01",5018787,,"FALSE POSITIVE","FALSE POSITIVE",0.607191908,12.44,17368.7,132.0195301
"K06490.01",5021732,,"FALSE POSITIVE","FALSE POSITIVE",15.039464523,51.71,66876.8,144.137252
"K06491.01",5022440,,"FALSE POSITIVE","FALSE POSITIVE",3.693951168,20.88,28290,133.61052
"K06492.01",5022900,,"FALSE POSITIVE","FALSE POSITIVE",1.05680287,0.83,82.3,131.682
"K06493.01",5024126,,"FALSE POSITIVE","FALSE POSITIVE",0.787122102,20.76,596.8,131.73687
"K04165.01",6042031,,"FALSE POSITIVE","FALSE POSITIVE",0.537110149,32.19,92,131.55982
"K04167.01",5475735,,"FALSE POSITIVE","FALSE POSITIVE",2.99194823,0.78,99.6,134.1641
"K00397.01",4376644,,"FALSE POSITIVE","FALSE POSITIVE",27.677680103,14.41,11545,173.796579
"K04168.01",9402583,,"FALSE POSITIVE","FALSE POSITIVE",0.536544193,0.9,159.5,132.03219
"K04170.01",8700537,,"FALSE POSITIVE","FALSE POSITIVE",43.796785,20.79,256.3,158.9316
"K04275.01",3336845,,"FALSE POSITIVE","FALSE POSITIVE",0.996864568,0.77,86.7,132.09898
"K00403.01",4247092,,"FALSE POSITIVE","FALSE POSITIVE",21.05647572,5.05,1293.6,171.133613
"K04277.01",6525280,,"FALSE POSITIVE","FALSE POSITIVE",1.710319812,0.56,43.6,131.60513
"K04278.01",4861784,,"FALSE POSITIVE","FALSE POSITIVE",5.62978034,1.61,379.2,136.8349
"K04388.01",9588822,,"FALSE POSITIVE","FALSE POSITIVE",71.76236302,25.76,8591.9,170.095082
"K04392.01",6629993,,"FALSE POSITIVE","FALSE POSITIVE",118.609553,2.86,380.9,172.0788
"K04501.01",8109107,,"FALSE POSITIVE","FALSE POSITIVE",6.67410577,1.62,160.9,136.9407
"K04607.01",11912911,,"FALSE POSITIVE","FALSE POSITIVE",3.74788208,0.94,153.4,134.1709
"K04608.01",7045435,,"FALSE POSITIVE","FALSE POSITIVE",0.93479255,24.75,247.5,131.88578
"K04610.01",8573168,,"FALSE POSITIVE","FALSE POSITIVE",0.89628253,0.76,86.4,131.54972
"K04611.01",10801249,,"FALSE POSITIVE","FALSE POSITIVE",1.67495622,0.77,35.9,131.8099
"K04612.01",8044600,,"FALSE POSITIVE","FALSE POSITIVE",4.1083812,1.62,352.8,134.8932
"K04732.01",7870282,,"FALSE POSITIVE","FALSE POSITIVE",0.580725004,0.85,105.2,131.73303
"K04736.01",5282477,,"FALSE POSITIVE","FALSE POSITIVE",0.992798625,29.26,582.5,131.70889
"K04741.01",8129005,,"FALSE POSITIVE","FALSE POSITIVE",7.1403113,1.18,112.1,137.9994
"K04855.01",9827596,,"FALSE POSITIVE","FALSE POSITIVE",1.45728997,0.93,71.3,131.5882
"K04860.01",3343281,,"FALSE POSITIVE","FALSE POSITIVE",21.8660922,1.88,301.6,138.517
"K05028.01",3962728,,"FALSE POSITIVE","FALSE POSITIVE",25.9493253,1.04,354.5,155.024
"K05032.01",3973549,,"FALSE POSITIVE","FALSE POSITIVE",1.389947459,3.39,1213.8,132.266549
"K05034.01",4058169,,"FALSE POSITIVE","FALSE POSITIVE",282.5363563,70.53,29233.2,241.528666
"K05038.01",4077252,,"FALSE POSITIVE","FALSE POSITIVE",0.534109403,2.28,78.3,131.80501
"K05041.01",4144238,,"FALSE POSITIVE","FALSE POSITIVE",22.9138322,30.24,340.3,140.6387
"K05045.01",4160006,,"FALSE POSITIVE","FALSE POSITIVE",1.018360336,107,393969,131.67768
"K05298.01",6543674,,"FALSE POSITIVE","FALSE POSITIVE",1.195515364,156.91,396401,132.3039982
"K05300.01",6594945,,"FALSE POSITIVE","FALSE POSITIVE",188.954072,2.46,166.5,160.7576
"K05305.01",6612411,,"FALSE POSITIVE","FALSE POSITIVE",8.46184728,4.92,411.2,134.13323
"K05307.01",6615600,,"FALSE POSITIVE","FALSE POSITIVE",2.19509634,1.32,227.7,132.74891
"K05308.01",6634112,,"FALSE POSITIVE","FALSE POSITIVE",9.942228056,22.15,31067.9,133.8474942
"K05569.01",8747222,,"FALSE POSITIVE","FALSE POSITIVE",1.667482003,15.15,545.5,133.17729
"K05571.01",8766285,,"FALSE POSITIVE","FALSE POSITIVE",5.29730786,1.49,190.8,135.55681
"K05575.01",8823893,,"FALSE POSITIVE","FALSE POSITIVE",1.50650036,0.81,45.4,132.9895
"K05582.01",8904714,,"FALSE POSITIVE","FALSE POSITIVE",5.2362026,75.83,2019.5,133.7395
"K05846.01",10977671,,"FALSE POSITIVE","FALSE POSITIVE",199.064336,6.12,265,180.0893
"K05858.01",11046870,,"FALSE POSITIVE","FALSE POSITIVE",8.34410791,1.75,255.2,136.54528
"K05862.01",11076176,,"FALSE POSITIVE","FALSE POSITIVE",0.699985822,46.27,389433,131.840533
"K06041.01",7695093,,"FALSE POSITIVE","FALSE POSITIVE",4.032762189,35.22,119350,133.3016604
"K06042.01",7749318,,"FALSE POSITIVE","FALSE POSITIVE",2.371589507,88.22,235104,132.743293
"K06043.01",7777397,,"FALSE POSITIVE","FALSE POSITIVE",5.09112124,3.58,115.1,135.17945
"K06044.01",7830321,,"FALSE POSITIVE","FALSE POSITIVE",2.027383251,31.12,3856.2,131.686117
"K06045.01",7841986,,"FALSE POSITIVE","FALSE POSITIVE",10.73370737,18.7,6155.3,141.11176
"K06046.01",7877820,,"FALSE POSITIVE","FALSE POSITIVE",9.449438672,60.59,12867.3,136.025779
"K06139.01",5952403,,"FALSE POSITIVE","FALSE POSITIVE",0.905677864,325.51,3670.4,132.197687
"K06140.01",5955321,,"FALSE POSITIVE","FALSE POSITIVE",11.637858887,77.01,427948,136.885517
"K06144.01",6197038,,"FALSE POSITIVE","FALSE POSITIVE",9.751720174,182.09,332900,138.538319
"K06270.01",2438061,,"FALSE POSITIVE","FALSE POSITIVE",2.442941283,48.18,37338,132.011468
"K06271.01",2438062,,"FALSE POSITIVE","FALSE POSITIVE",2.44295727,44.35,15298,132.00292
"K06272.01",2438517,,"FALSE POSITIVE","FALSE POSITIVE",3.31587688,1.27,185.6,131.50648
"K00489.01",2576197,,"FALSE POSITIVE","FALSE POSITIVE",2.217038096,3.23,543.7,171.69587
"K06273.01",2442084,,"FALSE POSITIVE","FALSE POSITIVE",49.788613011,32.57,219219,175.192714
"K06382.01",4069213,,"FALSE POSITIVE","FALSE POSITIVE",5.194256813,41.77,38851.4,134.5723735
"K06383.01",4075064,,"FALSE POSITIVE","FALSE POSITIVE",61.42252657,41.01,337545,161.2406686
"K06385.01",4076952,,"FALSE POSITIVE","FALSE POSITIVE",9.761172507,95.58,205866,133.7034265
"K06386.01",4078693,,"FALSE POSITIVE","FALSE POSITIVE",2.756536015,57.46,3590.8,133.025652
"K06387.01",4142768,,"FALSE POSITIVE","FALSE POSITIVE",13.99585365,368.42,19681,131.65924
"K06388.01",4149684,,"FALSE POSITIVE","FALSE POSITIVE",4.320850062,59.16,75927.4,132.4183917
"K06496.01",5025217,,"FALSE POSITIVE","FALSE POSITIVE",1.78752921,5.86,62.9,132.4646
"K06498.01",5025294,,"FALSE POSITIVE","FALSE POSITIVE",5.462689263,36.25,4184.6,134.26516
"K06499.01",5026187,,"FALSE POSITIVE","FALSE POSITIVE",3.58966681,95.86,421.3,134.56621
"K06501.01",5031882,,"FALSE POSITIVE","FALSE POSITIVE",1.00960235,1.94,31.9,131.6797
"K06502.01",5036516,,"FALSE POSITIVE","FALSE POSITIVE",1.060996585,64.99,41142,132.53457
"K06503.01",5036530,,"FALSE POSITIVE","FALSE POSITIVE",2.735152701,3.27,283.3,133.6322499
"K06504.01",5036538,,"FALSE POSITIVE","FALSE POSITIVE",1.061008464,32.58,408767,132.5213941
"K04171.01",10858785,,"FALSE POSITIVE","FALSE POSITIVE",0.952371227,21.96,352.5,132.34095
"K04172.01",9640907,,"FALSE POSITIVE","FALSE POSITIVE",1.089088292,1.28,141.7,132.0149343
"K04173.01",9490653,,"FALSE POSITIVE","FALSE POSITIVE",1.227986164,1.17,150.5,131.84491
"K04174.01",3328027,,"FALSE POSITIVE","FALSE POSITIVE",2.11548883,1.29,169.5,132.00942
"K04175.01",9640931,,"FALSE POSITIVE","FALSE POSITIVE",2.17815196,1.09,245,132.02208
"K04177.01",9640962,,"FALSE POSITIVE","FALSE POSITIVE",1.089077224,1,152.7,132.02477
"K04279.01",5876360,,"FALSE POSITIVE","FALSE POSITIVE",1.050852976,45.89,41694,132.138232
"K04280.01",5026326,,"FALSE POSITIVE","FALSE POSITIVE",1.39772545,1.58,181.3,132.3377
"K04282.01",11670599,,"FALSE POSITIVE","FALSE POSITIVE",0.847588864,0.91,67.1,131.55971
"K04284.01",10156055,,"FALSE POSITIVE","FALSE POSITIVE",2.42803503,0.85,73.8,133.5931
"K04286.01",5024177,,"FALSE POSITIVE","FALSE POSITIVE",0.787120016,23.81,265.5,131.73939
"K04394.01",10427700,,"FALSE POSITIVE","FALSE POSITIVE",0.616386349,2.94,79.4,131.64315
"K04397.01",3247503,,"FALSE POSITIVE","FALSE POSITIVE",0.447861451,1.42,265.4,131.9752
"K04512.01",12069414,,"FALSE POSITIVE","FALSE POSITIVE",0.589458602,0.98,158.4,131.82156
"K04615.01",9345819,,"FALSE POSITIVE","FALSE POSITIVE",1.04588635,1.1,102.7,131.9887
"K00425.01",9967884,,"FALSE POSITIVE","FALSE POSITIVE",5.428344915,14.88,13756,169.753676
"K04620.01",11137065,,"FALSE POSITIVE","FALSE POSITIVE",0.933732791,0.9,96.9,131.53707
"K04624.01",5955621,,"FALSE POSITIVE","FALSE POSITIVE",14.0801852,1.04,90.7,137.3331
"K04746.01",2711597,,"FALSE POSITIVE","FALSE POSITIVE",0.98041685,0.75,105.7,131.78321
"K04863.01",5471566,,"FALSE POSITIVE","FALSE POSITIVE",0.9628348,0.81,92.8,132.1907
"K04865.01",5814013,,"FALSE POSITIVE","FALSE POSITIVE",1.57017249,0.82,158.4,132.1034
"K04866.01",7117355,,"FALSE POSITIVE","FALSE POSITIVE",0.566798364,0.66,38.6,131.81891
"K04867.01",9509223,,"FALSE POSITIVE","FALSE POSITIVE",14.2005007,13.28,80.6,135.7279
"K04868.01",6720773,,"FALSE POSITIVE","FALSE POSITIVE",1.318347743,1.23,113.2,132.7886
"K05050.01",4245861,,"FALSE POSITIVE","FALSE POSITIVE",11.2582311,1.24,300.4,140.7718
"K05052.01",4253860,,"FALSE POSITIVE","FALSE POSITIVE",155.046089,444.08,2238,166.60575
"K05054.01",4276114,,"FALSE POSITIVE","FALSE POSITIVE",3.722404453,144.2,55368,133.56824
"K05058.01",4365461,,"FALSE POSITIVE","FALSE POSITIVE",1.714414962,116.92,110132,131.8661453
"K05059.01",4366923,,"FALSE POSITIVE","FALSE POSITIVE",646.28789332,43.47,58605.3,234.150707
"K05061.01",4455763,,"FALSE POSITIVE","FALSE POSITIVE",0.766298172,15.64,19400.9,131.687569
"K05312.01",6681473,,"FALSE POSITIVE","FALSE POSITIVE",396.048721,13.52,931.8,471.22802
"K05316.01",6695801,,"FALSE POSITIVE","FALSE POSITIVE",1.10656965,1.09,86.4,132.3665
"K05317.01",6699562,,"FALSE POSITIVE","FALSE POSITIVE",46.270524872,35.98,66244.1,173.6558757
"K00451.01",6200715,,"FALSE POSITIVE","FALSE POSITIVE",3.723560726,3.46,540,172.17977
"K05584.01",8935352,,"FALSE POSITIVE","FALSE POSITIVE",10.90962154,149.1,499921,135.36692
"K05586.01",8939211,,"FALSE POSITIVE","FALSE POSITIVE",27.0779813,2.03,347.5,135.6789
"K05587.01",8939650,,"FALSE POSITIVE","FALSE POSITIVE",1.827660875,42.1,46676.8,132.821298
"K05602.01",9026007,,"FALSE POSITIVE","FALSE POSITIVE",403.163148,2.49,681.1,434.7531
"K05865.01",11090561,,"FALSE POSITIVE","FALSE POSITIVE",35.8726918,62.51,916.3,131.5668
"K05875.02",11176166,,"FALSE POSITIVE","FALSE POSITIVE",4.2742605,1.88,263.8,133.0463
"K05887.01",11341314,,"FALSE POSITIVE","FALSE POSITIVE",9.8338474,0.98,57.6,132.5363
"K05894.01",11401845,,"FALSE POSITIVE","FALSE POSITIVE",1.080695116,155.22,312773,131.86822
"K06047.01",7914906,,"FALSE POSITIVE","FALSE POSITIVE",8.752913958,119.91,41770,138.724933
"K06048.01",8019043,,"FALSE POSITIVE","FALSE POSITIVE",1.985586627,105.22,72584.2,132.9336782
"K06048.02",8019043,,"FALSE POSITIVE","FALSE POSITIVE",0.80489537,,,132.0521644
"K06049.01",8023317,,"FALSE POSITIVE","FALSE POSITIVE",16.579028045,49.01,37979.8,146.733098
"K06050.01",8121067,,"FALSE POSITIVE","FALSE POSITIVE",2.064900876,38.19,10939.4,132.874485
"K06051.01",8153568,,"FALSE POSITIVE","FALSE POSITIVE",3.60727417,221.55,841897,133.77548
"K06146.01",6362386,,"FALSE POSITIVE","FALSE POSITIVE",4.592401261,52.18,87426.1,133.139791
"K06147.01",6449358,,"FALSE POSITIVE","FALSE POSITIVE",5.776794344,129.2,121544,133.6275034
"K06149.01",6674908,,"FALSE POSITIVE","FALSE POSITIVE",0.503199724,1.06,275.6,131.90627
"K06152.01",6967278,,"FALSE POSITIVE","FALSE POSITIVE",395.07333,230.33,645.1,244.4858
"K06153.01",7108433,,"FALSE POSITIVE","FALSE POSITIVE",1.51918335,128.17,499989,131.913532
"K06155.01",7129465,,"FALSE POSITIVE","FALSE POSITIVE",2.745910734,61.16,286812,133.1719105
"K06277.01",2557430,,"FALSE POSITIVE","FALSE POSITIVE",0.648868342,72.32,34769.5,131.842892
"K06278.01",2568971,,"FALSE POSITIVE","FALSE POSITIVE",5.088582739,46.02,448.9,134.055128
"K06279.01",2570505,,"FALSE POSITIVE","FALSE POSITIVE",1.89129338,0.42,33.8,132.6698
"K06280.01",2570767,,"FALSE POSITIVE","FALSE POSITIVE",1.89124453,1.19,31,132.6958
"K06282.01",2576692,,"FALSE POSITIVE","FALSE POSITIVE",87.87826191,110.85,339056,194.105106
"K06283.01",2580872,,"FALSE POSITIVE","FALSE POSITIVE",15.926632768,57.95,271858,145.5519669
"K06284.01",2583777,,"FALSE POSITIVE","FALSE POSITIVE",0.958116585,49.16,2374.1,132.052919
"K06389.01",4150703,,"FALSE POSITIVE","FALSE POSITIVE",8.6532378,0.96,126,134.3027
"K06390.01",4157488,,"FALSE POSITIVE","FALSE POSITIVE",5.197420145,81.49,91307.3,132.5674705
"K06391.01",4160669,,"FALSE POSITIVE","FALSE POSITIVE",2.183517999,4633.66,1321.6,132.692938
"K06393.01",4174507,,"FALSE POSITIVE","FALSE POSITIVE",1.945914237,35.94,9880.5,133.042081
"K06394.01",4180396,,"FALSE POSITIVE","FALSE POSITIVE",3.684337918,12.52,76.7,132.61121
"K06507.01",5042785,,"FALSE POSITIVE","FALSE POSITIVE",1.67473779,,,132.7799
"K06508.01",5078879,,"FALSE POSITIVE","FALSE POSITIVE",1.039370613,12.6,743.6,131.62419
"K06509.01",5080346,,"FALSE POSITIVE","FALSE POSITIVE",2.31169425,1.76,38.4,132.3203
"K00502.01",5282051,,"FALSE POSITIVE","FALSE POSITIVE",5.91037674,1.38,256.9,171.15166
"K06510.01",5080652,,"FALSE POSITIVE","FALSE POSITIVE",2.072177815,46.55,293717,133.095727
"K06512.01",5083252,,"FALSE POSITIVE","FALSE POSITIVE",2.500560859,0.48,20.4,131.6761907
"K06515.01",5091614,,"FALSE POSITIVE","FALSE POSITIVE",21.142458554,41.68,73960.9,138.3916328
"K00006.01",3248033,,"FALSE POSITIVE","FALSE POSITIVE",1.334101467,1.74,120.8,133.703081
"K04179.01",10936786,,"FALSE POSITIVE","FALSE POSITIVE",0.569961046,1.04,44.2,131.80273
"K04181.01",9899315,,"FALSE POSITIVE","FALSE POSITIVE",1.33256979,0.97,104.2,132.05279
"K04182.01",9541089,,"FALSE POSITIVE","FALSE POSITIVE",0.536650896,18.45,273.2,131.709931
"K00404.01",4949751,,"FALSE POSITIVE","FALSE POSITIVE",31.80514278,34.82,4675.3,186.38905
"K00410.01",5449777,,"FALSE POSITIVE","FALSE POSITIVE",7.216951388,41.57,4284.5,176.283024
"K04406.01",5563937,,"FALSE POSITIVE","FALSE POSITIVE",0.519437968,20.48,226.2,131.78909
"K04408.01",10736179,,"FALSE POSITIVE","FALSE POSITIVE",1.105095798,0.89,141.7,132.55178
"K04516.01",9849884,,"FALSE POSITIVE","FALSE POSITIVE",5.35745121,1.65,78.2,131.62784
"K04517.01",11243547,,"FALSE POSITIVE","FALSE POSITIVE",2.16132662,0.5,112.2,131.90236
"K04518.01",7032001,,"FALSE POSITIVE","FALSE POSITIVE",0.566810643,0.52,45.6,131.80277
"K04629.01",2578017,,"FALSE POSITIVE","FALSE POSITIVE",0.592562969,25.97,1546.4,131.9017
"K04631.01",9602421,,"FALSE POSITIVE","FALSE POSITIVE",3.55661906,0.72,23.3,133.4975
"K04753.01",4544628,,"FALSE POSITIVE","FALSE POSITIVE",0.729724346,0.51,23,132.04276
"K04870.01",4665991,,"FALSE POSITIVE","FALSE POSITIVE",1.12401084,0.61,43.6,131.64952
"K04874.01",7117549,,"FALSE POSITIVE","FALSE POSITIVE",0.566805268,0.65,35.7,131.8224
"K00437.01",11824222,,"FALSE POSITIVE","FALSE POSITIVE",15.84132627,16.84,31083,177.142109
"K05072.01",4570555,,"FALSE POSITIVE","FALSE POSITIVE",4.750256809,12.35,395.1,134.63889
"K05073.01",4586482,,"FALSE POSITIVE","FALSE POSITIVE",623.005238,66.64,140332,201.386299
"K05075.01",4678873,,"FALSE POSITIVE","FALSE POSITIVE",1.878877205,109.55,104026,133.074035
"K00074.01",6889235,,"FALSE POSITIVE","FALSE POSITIVE",5.188671659,5.2,548.9,125.879388
"K05328.01",6784887,,"FALSE POSITIVE","FALSE POSITIVE",44.714450094,50.54,90229.6,135.3418468
"K05330.01",6864891,,"FALSE POSITIVE","FALSE POSITIVE",40.8801539,0.92,395.8,163.3624
"K05335.01",6891512,,"FALSE POSITIVE","FALSE POSITIVE",1.752562808,124.23,368004,132.7222455
"K05606.01",9049550,,"FALSE POSITIVE","FALSE POSITIVE",23.81490574,63.1,79201,135.92167
"K05607.01",9049697,,"FALSE POSITIVE","FALSE POSITIVE",1.3274511,0.66,123.6,131.59052
"K05614.01",9101279,,"FALSE POSITIVE","FALSE POSITIVE",1.811461128,373.77,921671,132.9324534
"K05615.01",9108058,,"FALSE POSITIVE","FALSE POSITIVE",2.17491508,193.73,635412,131.93954
"K05617.01",9116075,,"FALSE POSITIVE","FALSE POSITIVE",24.5002702,0.73,153.5,154.6193
"K05906.01",11506938,,"FALSE POSITIVE","FALSE POSITIVE",22.57494749,49.49,1344.1,149.09617
"K05908.01",11513441,,"FALSE POSITIVE","FALSE POSITIVE",85.5692223,6.85,539.2,188.06607
"K05915.01",11599937,,"FALSE POSITIVE","FALSE POSITIVE",37.6259039,1.81,411,167.22072
"K06052.01",8167938,,"FALSE POSITIVE","FALSE POSITIVE",2.565717939,180.8,1941.7,133.22148
"K06053.01",8167978,,"FALSE POSITIVE","FALSE POSITIVE",22.05274533,32.56,13857.7,151.552457
"K06054.01",8168581,,"FALSE POSITIVE","FALSE POSITIVE",2.881338104,31.58,2533.7,132.909319
"K06055.01",8230809,,"FALSE POSITIVE","FALSE POSITIVE",4.078355243,16.73,36133,132.160073
"K06056.01",8364115,,"FALSE POSITIVE","FALSE POSITIVE",7.73590441,21.3,465.3,137.98785
"K06159.01",7422883,,"FALSE POSITIVE","FALSE POSITIVE",11.41437505,44.08,45966,142.59649
"K06161.01",7622059,,"FALSE POSITIVE","FALSE POSITIVE",10.4032399,51.47,1056.2,138.18443
"K06162.01",7750740,,"FALSE POSITIVE","FALSE POSITIVE",5.874197307,59.2,205698,134.3187261
"K06163.01",7779942,,"FALSE POSITIVE","FALSE POSITIVE",19.7959731,3.47,334,135.93667
"K06165.01",7838906,,"FALSE POSITIVE","FALSE POSITIVE",5.614892073,1192.79,2373,132.842964
"K06285.01",2693092,,"FALSE POSITIVE","FALSE POSITIVE",39.841522897,116.52,143685,168.1412318
"K06286.01",2708156,,"FALSE POSITIVE","FALSE POSITIVE",1.891268461,399.93,641910,132.6833032
"K06287.01",2708172,,"FALSE POSITIVE","FALSE POSITIVE",1.89114441,6.57,49.9,132.7545
"K06288.01",2708445,,"FALSE POSITIVE","FALSE POSITIVE",1.89117723,164.49,176.2,132.7285
"K06289.01",2708614,,"FALSE POSITIVE","FALSE POSITIVE",52.884577,48.13,11969,147.01058
"K06395.01",4245897,,"FALSE POSITIVE","FALSE POSITIVE",11.2570616,162.84,690235,140.81576
"K06396.01",4252226,,"FALSE POSITIVE","FALSE POSITIVE",21.858963291,114.63,117113,151.2628164
"K06397.01",4261960,,"FALSE POSITIVE","FALSE POSITIVE",1.461270059,26.29,3348.7,131.78154
"K06398.01",4269252,,"FALSE POSITIVE","FALSE POSITIVE",9.4022333,23.61,316,134.8876
"K06400.01",4281895,,"FALSE POSITIVE","FALSE POSITIVE",9.543584955,77.97,68184.5,137.7738831
"K06518.01",5095269,,"FALSE POSITIVE","FALSE POSITIVE",18.611957253,65.5,124833,133.8661994
"K06521.01",5111801,,"FALSE POSITIVE","FALSE POSITIVE",0.562006231,0.58,14.2,132.0289
"K06522.01",5112198,,"FALSE POSITIVE","FALSE POSITIVE",3.21559054,18.8,202.4,133.5375
"K06523.01",5113809,,"FALSE POSITIVE","FALSE POSITIVE",1.547426532,3.62,532.9,132.8859128
"K06524.01",5115178,,"FALSE POSITIVE","FALSE POSITIVE",12.851722103,47.26,42518.6,132.8395131
"K06528.01",5125048,,"FALSE POSITIVE","FALSE POSITIVE",0.56818769,,,132.06643
"K06529.01",5126627,,"FALSE POSITIVE","FALSE POSITIVE",1.0094779,,,131.6463
"K04183.01",10858737,,"FALSE POSITIVE","FALSE POSITIVE",0.952378454,1.46,43.8,131.85999
"K04186.01",9406892,,"FALSE POSITIVE","FALSE POSITIVE",2.21316437,0.95,116.1,132.71281
"K04187.01",3124598,,"FALSE POSITIVE","FALSE POSITIVE",7.07162308,1.42,123,136.46253
"K04293.01",5817533,,"FALSE POSITIVE","FALSE POSITIVE",4.206109,0.91,120,132.2382
"K04294.01",7681230,,"FALSE POSITIVE","FALSE POSITIVE",0.962590772,31.51,1021.6,132.421278
"K04297.01",12107008,,"FALSE POSITIVE","FALSE POSITIVE",5.93725628,0.86,115.6,135.9371
"K00405.01",5003117,,"FALSE POSITIVE","FALSE POSITIVE",37.60936976,15.8,27590.8,190.724991
"K04412.01",7847104,,"FALSE POSITIVE","FALSE POSITIVE",1.284991846,1.17,29.1,132.74087
"K00411.01",5478055,,"FALSE POSITIVE","FALSE POSITIVE",15.85238672,32.21,928.5,174.22654
"K04413.01",6891513,,"FALSE POSITIVE","FALSE POSITIVE",9.9398272,101.71,478.6,140.8334549
"K04414.01",4579598,,"FALSE POSITIVE","FALSE POSITIVE",0.866346,1.24,116.4,131.6286
