kepoi_name,kepid,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_prad,koi_depth,koi_time0bk
"K00753.01",10811496,,"FALSE POSITIVE","FALSE POSITIVE",19.89913995,14.6,10829,175.850252
"K00754.01",10848459,,"FALSE POSITIVE","FALSE POSITIVE",1.736952453,33.46,8079.2,170.307565
"K00126.01",5897826,"Kepler-469 b","FALSE POSITIVE","FALSE POSITIVE",33.80364366,20.7,13494.4,202.259731
"K00964.01",10657664,,"FALSE POSITIVE","FALSE POSITIVE",3.273699006,22.36,6862.8,171.2385098
"K00965.01",3337351,,"FALSE POSITIVE","FALSE POSITIVE",7.047103499,51.86,71318,175.03337
"K00966.01",3233043,,"FALSE POSITIVE","FALSE POSITIVE",0.379463865,59.56,1973.3,170.2480164
"K00967.01",6579806,,"FALSE POSITIVE","FALSE POSITIVE",9.88047978,23.6,18541,173.608672
"K00968.01",3560301,,"FALSE POSITIVE","FALSE POSITIVE",4.6484156,5.06,128.4,261.09395
"K01062.01",6147122,,"FALSE POSITIVE","FALSE POSITIVE",15.45158184,2.02,85.3,142.21096
"K01063.01",8257407,,"FALSE POSITIVE","FALSE POSITIVE",89.698168533,102.08,273106,176.3060152
"K01126.02",6307521,,"FALSE POSITIVE","FALSE POSITIVE",475.91706,28.22,967.3,588.8926
"K01213.01",3556220,,"FALSE POSITIVE","FALSE POSITIVE",0.796722833,1.44,107.1,133.07985
"K01217.01",3542588,,"FALSE POSITIVE","FALSE POSITIVE",3.47143963,1.19,99.8,133.74061
"K01297.01",10676923,,"FALSE POSITIVE","FALSE POSITIVE",1.031096352,2.36,265.4,133.93938
"K00158.01",10555375,,"FALSE POSITIVE","FALSE POSITIVE",5.80181368,4.52,269.6,137.57807
"K01317.01",4275739,,"FALSE POSITIVE","FALSE POSITIVE",2.171827838,58.56,42086,355.083686
"K01318.01",4070376,,"FALSE POSITIVE","FALSE POSITIVE",1.634614356,44.22,19761.5,133.96855
"K01319.01",4078157,,"FALSE POSITIVE","FALSE POSITIVE",16.025018977,1069.01,29090,367.693328
"K01321.01",4480676,,"FALSE POSITIVE","FALSE POSITIVE",0.711966971,33.34,6227.5,134.223486
"K01327.01",4372768,,"FALSE POSITIVE","FALSE POSITIVE",15.6402515,18.11,800.3,359.07991
"K01330.01",4150539,,"FALSE POSITIVE","FALSE POSITIVE",8.65306587,19.78,1048.1,134.30886
"K01330.02",4150539,,"FALSE POSITIVE","FALSE POSITIVE",94.219289,2.15,1025.9,196.1952
"K01334.02",4150624,,"FALSE POSITIVE","FALSE POSITIVE",94.225938,1.93,530.4,196.1319
"K00741.01",10418797,,"FALSE POSITIVE","FALSE POSITIVE",23.355341391,21.55,38524,169.8339432
"K00742.01",10419211,,"FALSE POSITIVE","FALSE POSITIVE",11.521446064,150.51,17984.3,170.839688
"K00748.01",10583180,,"FALSE POSITIVE","FALSE POSITIVE",2.696370652,1.58,397.9,170.73769
"K00836.01",5481416,,"FALSE POSITIVE","FALSE POSITIVE",2.384052875,17.06,1268.1,171.58362
"K00838.01",5534814,,"FALSE POSITIVE","FALSE POSITIVE",4.859386384,38.33,6044.3,173.011469
"K00839.01",5649215,,"FALSE POSITIVE","FALSE POSITIVE",2.446737317,26.25,1177.9,170.66951
"K00905.01",8180063,,"FALSE POSITIVE","FALSE POSITIVE",5.795063956,4.33,1692.9,172.697467
"K00969.01",4044005,,"FALSE POSITIVE","FALSE POSITIVE",17.512014768,13.66,4511.7,174.282592
"K00970.01",11502218,,"FALSE POSITIVE","FALSE POSITIVE",3.9886021,34.39,673.5,171.01852
"K00972.02",11013201,,"FALSE POSITIVE","FALSE POSITIVE",7.82187328,2.78,42.2,123.49907
"K01065.01",8242681,,"FALSE POSITIVE","FALSE POSITIVE",4.020628573,16.94,20901,133.638478
"K01067.01",8246781,,"FALSE POSITIVE","FALSE POSITIVE",185.02288222,49.82,43546.7,273.185533
"K01068.01",8264070,,"FALSE POSITIVE","FALSE POSITIVE",2.897432135,14.35,1223.7,450.75739
"K01130.01",8279765,,"FALSE POSITIVE","FALSE POSITIVE",2.757794163,20.05,39043,135.232863
"K01132.01",8330548,,"FALSE POSITIVE","FALSE POSITIVE",1.914158508,13.63,7829.2,134.644919
"K01133.01",8374494,,"FALSE POSITIVE","FALSE POSITIVE",5.251916208,37.15,10624.3,357.321883
"K01134.01",8414907,,"FALSE POSITIVE","FALSE POSITIVE",100.3039228,29.55,5450,277.0607
"K01134.02",8414907,,"FALSE POSITIVE","FALSE POSITIVE",200.61103346,,,456.84444
"K01135.01",8397446,,"FALSE POSITIVE","FALSE POSITIVE",0.986620248,43.98,1345.8,448.5959
"K01223.01",6613006,,"FALSE POSITIVE","FALSE POSITIVE",7.388833611,10.66,13063.5,133.9344039
"K01224.01",6606653,,"FALSE POSITIVE","FALSE POSITIVE",2.698021895,52.51,6721.2,136.32786
"K01313.01",10785538,,"FALSE POSITIVE","FALSE POSITIVE",0.522457732,1.52,143.8,133.751976
"K01322.01",4079535,,"FALSE POSITIVE","FALSE POSITIVE",17.72724392,14.77,16878,356.795528
"K01324.01",4551328,,"FALSE POSITIVE","FALSE POSITIVE",0.52205862,27.16,1381.3,133.138446
"K01326.01",4639868,,"FALSE POSITIVE","FALSE POSITIVE",53.100942624,24.02,19981.1,135.9717179
"K01333.01",4285107,,"FALSE POSITIVE","FALSE POSITIVE",2.243016513,1.37,299.6,133.45086
"K01334.01",4150624,,"FALSE POSITIVE","FALSE POSITIVE",8.6531216,22.58,654.8,134.30147
"K00011.01",11913073,,"FALSE POSITIVE","FALSE POSITIVE",3.747838198,13.65,616,171.66504
"K00114.01",6721123,,"FALSE POSITIVE","FALSE POSITIVE",7.36178958,39.21,233.7,132.25053
"K00737.01",10345478,,"FALSE POSITIVE","FALSE POSITIVE",14.49839316,5.16,3271.1,182.679596
"K00743.01",10464078,,"FALSE POSITIVE","FALSE POSITIVE",19.40393776,7.18,8918.7,172.484253
"K00744.01",10480982,,"FALSE POSITIVE","FALSE POSITIVE",19.221388942,49.29,74284,184.5521637
"K00744.02",10480982,,"FALSE POSITIVE","FALSE POSITIVE",2.03746414,1.12,138.8,131.54567
"K00745.01",10485250,,"FALSE POSITIVE","FALSE POSITIVE",16.46983774,7.94,10478.9,180.881761
"K00761.01",11152159,,"FALSE POSITIVE","FALSE POSITIVE",2.701287801,6.54,860.4,170.69579
"K00763.01",11242721,,"FALSE POSITIVE","FALSE POSITIVE",19.651209505,12.42,11766.3,179.401981
"K00841.04",5792202,,"FALSE POSITIVE","FALSE POSITIVE",269.306232,24,1708,285.6272
"K00841.05",5792202,,"FALSE POSITIVE","FALSE POSITIVE",499.47338,3.71,1662,455.5672
"K00976.01",3441784,,"FALSE POSITIVE","FALSE POSITIVE",52.56901867,78.54,26900,184.971267
"K00978.01",11494130,,"FALSE POSITIVE","FALSE POSITIVE",18.95491633,71.39,867.5,262.46677
"K00136.01",7601633,,"FALSE POSITIVE","FALSE POSITIVE",15.663886949,27.36,5144.4,147.395712
"K00979.01",5648449,,"FALSE POSITIVE","FALSE POSITIVE",4.348866254,2436.69,625.6,262.72768
"K00980.01",12167361,,"FALSE POSITIVE","FALSE POSITIVE",47.93094546,68.02,2144.4,179.096467
"K01136.01",8386035,,"FALSE POSITIVE","FALSE POSITIVE",1.63484631,,,134.512115
"K01137.01",8332986,,"FALSE POSITIVE","FALSE POSITIVE",302.38867822,40.73,41320,309.18675
"K01138.01",8415745,,"FALSE POSITIVE","FALSE POSITIVE",31.82814583,35.8,4456.8,366.704854
"K01139.01",8378634,,"FALSE POSITIVE","FALSE POSITIVE",3.629442796,3.28,426.6,134.70066
"K01225.01",6620003,,"FALSE POSITIVE","FALSE POSITIVE",1.714274727,25,28460.1,133.3158074
"K01226.01",6621116,,"FALSE POSITIVE","FALSE POSITIVE",137.75960504,49.52,83298,173.16476
"K01227.01",6629332,,"FALSE POSITIVE","FALSE POSITIVE",2.155278342,16.89,20739,133.576109
"K01228.01",6387450,,"FALSE POSITIVE","FALSE POSITIVE",3.661326482,12.07,17846,135.26995
"K01231.01",6462874,,"FALSE POSITIVE","FALSE POSITIVE",22.34293693,2.92,2691.1,155.08552
"K00768.01",11442465,,"FALSE POSITIVE","FALSE POSITIVE",33.93373447,7.34,8503.7,186.67608
"K00770.01",11463211,,"FALSE POSITIVE","FALSE POSITIVE",1.50635409,4.53,2211.7,170.998064
"K00771.01",11465813,,"FALSE POSITIVE","FALSE POSITIVE",670.645531,14.14,18090.6,209.04355
"K00772.01",11493732,,"FALSE POSITIVE","FALSE POSITIVE",61.2563628,39.87,5123.3,173.83826
"K00909.01",8256049,,"FALSE POSITIVE","FALSE POSITIVE",16.37198661,540.37,4147.6,172.75926
"K00982.01",1433962,,"FALSE POSITIVE","FALSE POSITIVE",1.592633181,1.56,633.1,133.9243804
"K00983.02",11607193,,"FALSE POSITIVE","FALSE POSITIVE",5.177577252,73.82,1325.4,132.9009561
"K00985.01",10227501,,"FALSE POSITIVE","FALSE POSITIVE",2.002779769,1.42,260.5,261.95791
"K01143.01",8312852,,"FALSE POSITIVE","FALSE POSITIVE",7.44042933,2.74,547.3,134.76331
"K01144.01",8302450,,"FALSE POSITIVE","FALSE POSITIVE",2.44199803,1.44,251.7,134.57095
"K01147.01",8299955,,"FALSE POSITIVE","FALSE POSITIVE",2.6827683,1.19,79.8,134.25535
"K01231.02",6462874,,"FALSE POSITIVE","FALSE POSITIVE",10.42360821,1.67,878.3,138.01504
"K01232.01",6665223,,"FALSE POSITIVE","FALSE POSITIVE",119.40817159,16.26,18563.3,232.649303
"K01232.02",6665223,,"FALSE POSITIVE","FALSE POSITIVE",419.97507836,1.53,275.1,524.8465031
"K01233.01",6545358,,"FALSE POSITIVE","FALSE POSITIVE",1.171536413,7.12,1132.7,178.597581
"K01234.01",6390824,,"FALSE POSITIVE","FALSE POSITIVE",0.973547911,11.52,435.7,133.49742
"K01235.01",6546528,,"FALSE POSITIVE","FALSE POSITIVE",3.053563251,21.79,508.4,133.88354
"K00774.01",11656840,,"FALSE POSITIVE","FALSE POSITIVE",7.442652004,15.03,24446.2,169.9717797
"K00848.01",6267425,,"FALSE POSITIVE","FALSE POSITIVE",3.166465862,26.82,4357.2,172.002627
"K00915.01",8605074,,"FALSE POSITIVE","FALSE POSITIVE",37.601661282,27.22,59130.1,194.713383
"K00917.01",8655354,,"FALSE POSITIVE","FALSE POSITIVE",6.71969089,4.37,969.7,173.35776
"K00989.02",10743597,,"FALSE POSITIVE","FALSE POSITIVE",0.817026268,2.92,1145.5,132.835239
"K01237.01",6531491,,"FALSE POSITIVE","FALSE POSITIVE",14.32407216,38.86,2053.9,364.39537
"K00779.01",11909839,,"FALSE POSITIVE","FALSE POSITIVE",10.405998015,11.23,14488.8,177.197466
"K00121.01",3247396,,"FALSE POSITIVE","FALSE POSITIVE",8.8111022,63.66,401.1,136.4568
"K00919.01",8686150,,"FALSE POSITIVE","FALSE POSITIVE",51.42598578,29.66,66067.7,173.535933
"K00993.03",1718189,,"FALSE POSITIVE","FALSE POSITIVE",86.723653,1.43,241,195.3511
"K00995.01",3858949,,"FALSE POSITIVE","FALSE POSITIVE",25.9518461,22.32,1058.5,154.88212
"K00996.01",3858824,,"FALSE POSITIVE","FALSE POSITIVE",25.9518536,24.6,2017.9,154.88278
"K01071.01",8244190,,"FALSE POSITIVE","FALSE POSITIVE",1.09206833,1.29,219.2,133.19403
"K01073.01",8262210,,"FALSE POSITIVE","FALSE POSITIVE",1.613001111,1.25,104.1,178.52846
"K01152.01",10287248,,"FALSE POSITIVE","FALSE POSITIVE",4.722254104,14.45,82670,178.243313
"K01153.01",10351767,,"FALSE POSITIVE","FALSE POSITIVE",0.635069939,57.77,33117.3,134.0209283
"K01155.01",10342041,,"FALSE POSITIVE","FALSE POSITIVE",0.933746515,25.54,2936.6,133.387415
"K01156.01",10514770,,"FALSE POSITIVE","FALSE POSITIVE",1.872421727,5.65,3018.9,134.366162
"K01243.01",6677256,,"FALSE POSITIVE","FALSE POSITIVE",3.125814002,1.88,238.8,356.41184
"K00858.01",6599919,,"FALSE POSITIVE","FALSE POSITIVE",13.61014819,19.02,5732.9,173.987319
"K00859.01",6675056,,"FALSE POSITIVE","FALSE POSITIVE",10.44331991,2.66,1159.8,175.4046
"K00862.01",6756669,,"FALSE POSITIVE","FALSE POSITIVE",5.851520671,14.62,33003.6,173.8228336
"K00925.01",9016295,,"FALSE POSITIVE","FALSE POSITIVE",19.974485239,26.56,40293.1,171.6300909
"K00927.01",9097120,,"FALSE POSITIVE","FALSE POSITIVE",23.899634407,44.04,20953.1,188.982797
"K00998.01",1432214,,"FALSE POSITIVE","FALSE POSITIVE",161.78832712,36.14,87750,214.039
"K01000.01",2441728,,"FALSE POSITIVE","FALSE POSITIVE",0.856895349,0.82,82.2,133.67521
"K01076.01",10223616,,"FALSE POSITIVE","FALSE POSITIVE",29.12436474,15.25,6496,142.16154
"K01077.01",10268907,,"FALSE POSITIVE","FALSE POSITIVE",1.103971357,1.37,317.9,354.58216
"K01080.01",10158990,,"FALSE POSITIVE","FALSE POSITIVE",1.096583368,1.35,308.5,133.61436
"K01157.01",10342065,,"FALSE POSITIVE","FALSE POSITIVE",0.93374614,149.71,1717.5,133.388153
"K01158.01",10352945,,"FALSE POSITIVE","FALSE POSITIVE",6.47179275,2.08,402.5,356.38477
"K01244.01",6692833,,"FALSE POSITIVE","FALSE POSITIVE",10.80487163,1.71,292.7,134.09498
"K01247.01",8801343,,"FALSE POSITIVE","FALSE POSITIVE",2.73987398,34.83,20632.2,134.5503077
"K01248.01",8488878,,"FALSE POSITIVE","FALSE POSITIVE",5.801880653,19.91,41924,357.453464
"K00866.01",6862603,,"FALSE POSITIVE","FALSE POSITIVE",2.861159894,4.37,1014.3,171.648106
"K00930.01",9159275,,"FALSE POSITIVE","FALSE POSITIVE",3.044770796,24.54,1695,172.01916
"K00932.01",9166870,,"FALSE POSITIVE","FALSE POSITIVE",3.855599139,3.57,1030.9,170.67957
"K01003.01",2438502,,"FALSE POSITIVE","FALSE POSITIVE",8.360616221,40.35,28066.3,172.264978
"K01004.01",2309585,,"FALSE POSITIVE","FALSE POSITIVE",1.838514968,4.86,2721.7,352.72266
"K01006.01",5738346,,"FALSE POSITIVE","FALSE POSITIVE",30.6113932,19.68,3472,374.6216
"K01008.01",1722276,,"FALSE POSITIVE","FALSE POSITIVE",569.934135,38.98,18904,248.94045
"K01081.01",10149023,,"FALSE POSITIVE","FALSE POSITIVE",9.95639775,28.15,510.5,134.29186
"K01164.01",10341831,,"FALSE POSITIVE","FALSE POSITIVE",0.933749941,12.93,415.3,133.38422
"K01249.01",8560285,,"FALSE POSITIVE","FALSE POSITIVE",85.34092607,1177.65,51746.2,386.211642
"K01250.01",8620565,,"FALSE POSITIVE","FALSE POSITIVE",0.782045734,45.05,16185,134.0214
"K01251.01",8616873,,"FALSE POSITIVE","FALSE POSITIVE",0.576078683,23.23,10084.8,134.107265
"K01252.01",8737796,,"FALSE POSITIVE","FALSE POSITIVE",0.885747456,269.98,895.2,134.486834
"K01253.01",8462258,,"FALSE POSITIVE","FALSE POSITIVE",3.611541977,28.07,2972.3,357.25064
"K01255.01",8494263,,"FALSE POSITIVE","FALSE POSITIVE",78.9257421,11.9,17972,429.37454
"K00792.01",2440757,,"FALSE POSITIVE","FALSE POSITIVE",1.433769925,46.58,1976.3,170.403536
"K00793.01",2445129,,"FALSE POSITIVE","FALSE POSITIVE",10.31872301,28.59,871.7,173.31543
"K00796.01",3114661,,"FALSE POSITIVE","FALSE POSITIVE",0.444291966,27.51,10967.4,169.865406
"K00871.01",7031517,,"FALSE POSITIVE","FALSE POSITIVE",12.940668656,22.94,42450,179.423014
"K00933.01",9171801,,"FALSE POSITIVE","FALSE POSITIVE",3.187067566,23.88,1037.4,171.64976
"K01009.01",892772,,"FALSE POSITIVE","FALSE POSITIVE",5.09246539,1.17,254,357.53594
"K01011.01",5728283,,"FALSE POSITIVE","FALSE POSITIVE",6.198273591,19.81,47302.6,183.3731434
"K01012.01",8127639,,"FALSE POSITIVE","FALSE POSITIVE",1.023471798,3.78,861.4,354.8182
"K01013.01",6047498,,"FALSE POSITIVE","FALSE POSITIVE",0.51872711,19.07,714.1,133.676312
"K00138.01",8506766,,"FALSE POSITIVE","FALSE POSITIVE",48.93786896,24.19,7240.1,140.76639
"K01084.01",10148521,,"FALSE POSITIVE","FALSE POSITIVE",1.204274435,1.19,185.8,134.05838
"K00146.01",9048161,,"FALSE POSITIVE","FALSE POSITIVE",8.667822346,67.37,2121.9,137.341841
"K01087.01",3124412,,"FALSE POSITIVE","FALSE POSITIVE",0.948950734,36.87,2133,134.368152
"K01088.01",3113266,,"FALSE POSITIVE","FALSE POSITIVE",0.995861402,26.93,4993.8,132.346819
"K01167.01",10485179,,"FALSE POSITIVE","FALSE POSITIVE",0.445275074,1.21,254.7,133.971372
"K01172.01",10341913,,"FALSE POSITIVE","FALSE POSITIVE",0.933749106,3.22,186.2,134.31831
"K01173.01",10480921,,"FALSE POSITIVE","FALSE POSITIVE",2.037440623,1.19,118.6,133.59962
"K01256.01",8848271,,"FALSE POSITIVE","FALSE POSITIVE",9.991625291,38.93,3450.5,137.447816
"K01259.01",8823426,,"FALSE POSITIVE","FALSE POSITIVE",1.506507172,13.4,880.9,178.18515
"K00798.01",3120431,,"FALSE POSITIVE","FALSE POSITIVE",3.341913228,21.55,725.3,171.63943
"K00803.01",3554600,,"FALSE POSITIVE","FALSE POSITIVE",7.544039,17.47,322.6,171.7982
"K00876.01",7270230,,"FALSE POSITIVE","FALSE POSITIVE",6.998099523,588.66,20285,171.898913
"K01016.01",8176653,,"FALSE POSITIVE","FALSE POSITIVE",2.866680334,2.93,712.4,134.066374
"K01018.01",8183911,,"FALSE POSITIVE","FALSE POSITIVE",8.30697421,37.99,158.7,137.08254
"K01020.01",2309719,,"FALSE POSITIVE","FALSE POSITIVE",54.35635067,38.81,10510.4,164.070221
"K01021.01",2558363,,"FALSE POSITIVE","FALSE POSITIVE",0.54624855,18.93,639.7,178.5614
"K01090.01",3232859,,"FALSE POSITIVE","FALSE POSITIVE",8.387210055,72.52,4952,138.903759
"K01091.01",3098184,,"FALSE POSITIVE","FALSE POSITIVE",15.2384539,9.84,7019,369.56902
"K01093.01",3239636,,"FALSE POSITIVE","FALSE POSITIVE",0.528755447,47.75,408.5,133.38227
"K01098.01",3240706,,"FALSE POSITIVE","FALSE POSITIVE",5.48990788,23.6,598.9,134.10438
"K01175.03",10350571,,"FALSE POSITIVE","FALSE POSITIVE",93.881556,2.02,188.7,131.5771
"K01177.01",3547091,,"FALSE POSITIVE","FALSE POSITIVE",3.305577989,25.89,17971,180.68154
"K01178.01",3869825,,"FALSE POSITIVE","FALSE POSITIVE",4.800653901,16.91,15304.4,134.365782
"K01260.01",8766222,,"FALSE POSITIVE","FALSE POSITIVE",5.2972293,47.7,1210.5,177.95111
"K01262.01",8703884,,"FALSE POSITIVE","FALSE POSITIVE",14.17098745,4.19,3070.8,359.82956
"K01263.01",8560840,,"FALSE POSITIVE","FALSE POSITIVE",31.9734169,24.1,1414.4,133.86598
"K01265.01",8552583,,"FALSE POSITIVE","FALSE POSITIVE",1.061934816,25.72,437.2,133.84801
"K00805.01",3734868,,"FALSE POSITIVE","FALSE POSITIVE",10.328035714,13.28,16917.7,174.581054
"K00807.01",3836375,,"FALSE POSITIVE","FALSE POSITIVE",1.540397253,25.69,816.1,170.50479
"K00014.01",7684873,,"FALSE POSITIVE","FALSE POSITIVE",2.947376671,403.59,433.2,171.522978
"K01022.02",2716853,,"FALSE POSITIVE","FALSE POSITIVE",68.832195,2.35,678.1,172.12379
"K01023.01",2445154,,"FALSE POSITIVE","FALSE POSITIVE",8.4120069,1.71,819.6,139.64745
"K00015.01",3964562,,"FALSE POSITIVE","FALSE POSITIVE",3.012476582,65.25,1138.5,135.259271
"K01025.01",2574201,,"FALSE POSITIVE","FALSE POSITIVE",37.4783492,10.05,1467.9,157.31713
"K00147.01",1996679,,"FALSE POSITIVE","FALSE POSITIVE",145.5624926,40.15,2931.6,146.0588
"K01100.01",3228824,,"FALSE POSITIVE","FALSE POSITIVE",0.73093905,1.45,451.1,355.90306
"K01179.01",3655332,,"FALSE POSITIVE","FALSE POSITIVE",15.06649901,56.44,36348,140.654788
"K01180.01",4042026,,"FALSE POSITIVE","FALSE POSITIVE",34.82008158,11.36,18847.8,163.015559
"K01181.01",3344419,,"FALSE POSITIVE","FALSE POSITIVE",0.651784374,33.65,2779.3,133.111707
"K01182.01",3865567,,"FALSE POSITIVE","FALSE POSITIVE",11.11620211,8.96,4843.9,133.100575
"K01183.01",3544689,,"FALSE POSITIVE","FALSE POSITIVE",1.922861499,5.09,1916.2,134.658644
"K01184.01",4037164,,"FALSE POSITIVE","FALSE POSITIVE",0.635445336,19,2547.4,134.184037
"K01185.01",3443790,,"FALSE POSITIVE","FALSE POSITIVE",1.665784138,97.27,2006.2,133.863028
"K01267.01",8519253,,"FALSE POSITIVE","FALSE POSITIVE",5.93821065,61.63,522.5,136.52839
"K01269.01",8757910,,"FALSE POSITIVE","FALSE POSITIVE",0.655001616,31.77,271.2,133.176794
"K00808.01",3838486,,"FALSE POSITIVE","FALSE POSITIVE",2.99025443,1.7,589.2,171.9834
"K00882.01",7377033,,"FALSE POSITIVE","FALSE POSITIVE",1.956811408,21.58,24905,170.694208
"K01028.01",2166206,,"FALSE POSITIVE","FALSE POSITIVE",8.09695764,34,283.5,140.74216
"K01034.01",5899544,,"FALSE POSITIVE","FALSE POSITIVE",1.739428983,268.65,5897.4,354.889074
"K01035.01",5963222,,"FALSE POSITIVE","FALSE POSITIVE",1.217266418,14.49,5811.5,133.328666
"K01036.01",5982353,,"FALSE POSITIVE","FALSE POSITIVE",19.563092517,23.76,12992.2,134.3548284
"K01104.01",2851100,,"FALSE POSITIVE","FALSE POSITIVE",0.890110752,1.25,321.5,133.2647
"K01105.01",3130300,,"FALSE POSITIVE","FALSE POSITIVE",5.76573396,7.47,248,133.30941
"K01186.01",3966912,,"FALSE POSITIVE","FALSE POSITIVE",55.6639167,34.14,3414.4,156.35017
"K01187.01",3848972,,"FALSE POSITIVE","FALSE POSITIVE",0.741057213,26.67,1996.3,131.947273
"K01188.01",3860441,,"FALSE POSITIVE","FALSE POSITIVE",2.988085455,21.81,802.8,133.27252
"K01189.01",3765771,,"FALSE POSITIVE","FALSE POSITIVE",2.783883492,67.17,903.9,133.227846
"K01190.01",3557341,,"FALSE POSITIVE","FALSE POSITIVE",0.393727296,23.05,903.5,178.587454
"K01277.01",8552565,,"FALSE POSITIVE","FALSE POSITIVE",1.061932545,2.29,133.6,133.850441
"K00132.01",8892910,,"FALSE POSITIVE","FALSE POSITIVE",10.810132734,13.95,6165.2,132.95157
"K00945.03",9605514,,"FALSE POSITIVE","FALSE POSITIVE",66.789347,2.07,358.5,184.4713
"K00946.01",9661877,,"FALSE POSITIVE","FALSE POSITIVE",20.42720701,4.42,1273,176.71737
"K01037.01",6205468,,"FALSE POSITIVE","FALSE POSITIVE",3.7228551,5.67,2969.2,179.30315
"K01039.01",5802486,,"FALSE POSITIVE","FALSE POSITIVE",1.073917869,33.01,1926.6,177.924088
"K01040.01",5817553,,"FALSE POSITIVE","FALSE POSITIVE",4.206096814,32.66,1298.1,136.44854
"K01041.01",5982368,,"FALSE POSITIVE","FALSE POSITIVE",19.56313723,9.73,5536,369.11182
"K01042.01",5816811,,"FALSE POSITIVE","FALSE POSITIVE",2.227718792,8.88,1039,134.452638
"K01043.01",5816165,,"FALSE POSITIVE","FALSE POSITIVE",0.591914504,27.21,1057.7,355.353791
"K01107.01",3228959,,"FALSE POSITIVE","FALSE POSITIVE",0.73094589,17.12,250.2,133.68876
"K01110.02",2837111,,"FALSE POSITIVE","FALSE POSITIVE",3.71840884,0.84,77.2,134.6575
"K01192.02",3644071,,"FALSE POSITIVE","FALSE POSITIVE",359.047933,7.76,5622.7,295.76934
"K01194.02",3554031,,"FALSE POSITIVE","FALSE POSITIVE",14.8623076,1.57,840,354.57297
"K01195.01",3644523,,"FALSE POSITIVE","FALSE POSITIVE",119.67747,36.8,3254.1,415.4806
"K01196.01",3348082,,"FALSE POSITIVE","FALSE POSITIVE",3.98216698,3.32,381.3,135.52749
"K01278.05",8609450,,"FALSE POSITIVE","FALSE POSITIVE",203.250506,1.35,238.9,208.4914
"K00819.01",4932348,,"FALSE POSITIVE","FALSE POSITIVE",38.036729482,27.5,82871.6,196.934947
"K00820.01",4936180,,"FALSE POSITIVE","FALSE POSITIVE",4.64090031,30.09,2450.6,173.64638
"K00822.01",5077629,,"FALSE POSITIVE","FALSE POSITIVE",7.91936937,10.34,15148.1,172.181092
"K00888.01",7552344,,"FALSE POSITIVE","FALSE POSITIVE",1.000747038,4.14,1823.5,169.974229
"K00133.01",11673674,,"FALSE POSITIVE","FALSE POSITIVE",4.618767792,7.48,4399.1,133.386535
"K01044.01",5802246,,"FALSE POSITIVE","FALSE POSITIVE",0.525154153,23.61,747.5,133.744359
"K01045.01",6066403,,"FALSE POSITIVE","FALSE POSITIVE",1.303861044,27.85,598.2,134.212059
"K01047.01",5988031,,"FALSE POSITIVE","FALSE POSITIVE",2.55549176,23.35,113.8,134.50078
"K01048.01",5820218,,"FALSE POSITIVE","FALSE POSITIVE",3.411758679,14.71,570.6,133.18086
"K01049.01",5876368,,"FALSE POSITIVE","FALSE POSITIVE",0.525426427,1.45,324.6,133.187901
"K00140.01",5130369,,"FALSE POSITIVE","FALSE POSITIVE",19.97867,6.85,944.3,137.17061
"K01111.01",3120276,,"FALSE POSITIVE","FALSE POSITIVE",10.26547688,1.81,399.6,136.49663
"K00016.01",9110357,,"FALSE POSITIVE","FALSE POSITIVE",0.895277575,9.27,534.5,133.411986
"K01114.01",3337425,,"FALSE POSITIVE","FALSE POSITIVE",7.04710032,25.2,400.9,139.79737
"K01197.01",3853673,,"FALSE POSITIVE","FALSE POSITIVE",0.643794198,19.51,456.7,133.984483
"K01280.01",8509361,,"FALSE POSITIVE","FALSE POSITIVE",6.0990118,3.16,227.5,135.52357
"K01284.01",10960993,,"FALSE POSITIVE","FALSE POSITIVE",3.117087797,88.51,12152.1,134.684738
"K00827.01",5283542,,"FALSE POSITIVE","FALSE POSITIVE",5.97581754,3.86,962.4,174.77602
"K00828.01",5287983,,"FALSE POSITIVE","FALSE POSITIVE",2.507089906,30.26,1339.2,171.002455
"K00894.01",7708215,,"FALSE POSITIVE","FALSE POSITIVE",7.9426176,4.68,1590.7,174.52563
"K00895.01",7767559,,"FALSE POSITIVE","FALSE POSITIVE",4.409409243,10.95,12861,171.89433
"K01119.01",3003992,,"FALSE POSITIVE","FALSE POSITIVE",7.24476126,0.65,58,139.10497
"K01119.02",3003992,,"FALSE POSITIVE","FALSE POSITIVE",13.55480534,0.62,48.3,139.81609
"K01286.01",10879208,,"FALSE POSITIVE","FALSE POSITIVE",0.668483615,29.53,2899.8,178.281377
"K01287.01",10843203,,"FALSE POSITIVE","FALSE POSITIVE",4.429633087,32.12,6120.1,355.143546
"K01289.01",10748393,,"FALSE POSITIVE","FALSE POSITIVE",4.887806806,5.71,4676,354.539481
"K01289.02",10748393,,"FALSE POSITIVE","FALSE POSITIVE",386.39833,2.2,748,365.94877
"K01290.01",10874226,,"FALSE POSITIVE","FALSE POSITIVE",11.973605044,38.2,3822.9,144.779315
"K00831.01",5370302,,"FALSE POSITIVE","FALSE POSITIVE",3.9043425,12.28,16228.4,173.393734
"K00832.01",5372966,,"FALSE POSITIVE","FALSE POSITIVE",9.286358079,17.61,44791.4,171.8214689
"K00833.01",5376067,,"FALSE POSITIVE","FALSE POSITIVE",3.951405455,31.44,2453.9,173.276125
